O_{index}(m_3)	            z_0	          v_x	       v_y	          v_z	        T           stability
O_{69}(0.4)	1.53709558208379E-01	2.55080648978036E-01	4.68139224180319E-02	2.76175039818286E-03	1.11912003556651E+02	   U
O_{70}(0.4)	2.20711118652267E-01	2.47551786973339E-01	3.00182691711651E-02	-3.16279387741220E-03	1.12226312472729E+02	   U
O_{71}(0.4)	1.90306737232295E-01	2.52460187613666E-01	3.97051469464360E-02	2.10786226967368E-03	1.12764269587814E+02	   S
O_{72}(0.4)	3.52548900728484E-01	2.23674349431251E-01	2.29328303065368E-03	5.29638431882870E-03	1.13705413512260E+02	   S
O_{73}(0.4)	1.39345012086464E-01	2.58972573706815E-01	4.53200710774119E-02	-9.06907639491854E-04	1.13741723189143E+02	   U
O_{74}(0.4)	3.08064647613293E-01	2.43696396058152E-01	4.28571074617862E-03	3.88968467115240E-03	1.14284993923005E+02	   U
O_{75}(0.4)	9.87674868316432E-01	8.90308807334592E-03	2.10409665155210E-01	8.57070674972384E-03	1.14532358132406E+02	   S
O_{76}(0.4)	2.19365416146660E-01	2.45139009415922E-01	2.77441247128355E-02	-6.20072755589716E-03	1.14786975321403E+02	   S
O_{77}(0.4)	3.69261540770448E-01	2.24545860949373E-01	2.88538785311952E-03	8.92474324209055E-03	1.14864294457136E+02	   S
O_{78}(0.4)	2.10332362176641E-01	2.55202459454959E-01	3.87128203892392E-02	8.19386115507867E-03	1.14872792097678E+02	   U
O_{79}(0.4)	2.96162468934878E-01	2.33814260775128E-01	1.79093813887195E-02	1.19059490701776E-03	1.14878067103077E+02	   U
O_{80}(0.4)	1.92056997013697E-01	2.50779209302681E-01	3.80628265640633E-02	1.48569248193507E-04	1.15878059933433E+02	   U
O_{81}(0.4)	1.63094503629323E-01	2.54736160983996E-01	4.47130048867237E-02	2.79144859640014E-03	1.15959237320787E+02	   U
O_{82}(0.4)	2.11176887665240E-01	2.56218221474166E-01	2.78284496842606E-02	-8.78116997761782E-04	1.16805487664492E+02	   U
O_{83}(0.4)	2.65256849639452E-01	2.33577979771957E-01	1.69365036635378E-02	-5.59419899398763E-03	1.17465601548533E+02	   U
O_{84}(0.4)	2.21057394252072E-01	2.43862497123233E-01	2.50202047390211E-02	-8.19296109598901E-03	1.18002396709829E+02	   S
O_{85}(0.4)	4.63066808579406E-02	1.68943343697450E-01	1.10374989996570E-02	2.57042519407842E-03	1.18330865873450E+02	   S
O_{86}(0.4)	2.80399564287134E-01	2.35117683833238E-01	1.70074241404150E-02	-2.00088218061092E-03	1.18838264057808E+02	   U
O_{87}(0.4)	2.33091159937816E-01	2.44897951057086E-01	2.48677719630482E-02	-4.97029731185408E-03	1.18965666794810E+02	   S
O_{88}(0.4)	1.93582679676815E-01	2.49277471901308E-01	3.63725224758930E-02	-1.70928654046041E-03	1.19040122146537E+02	   S
O_{89}(0.4)	1.43222790504914E-01	2.47127605042318E-01	4.39054565647102E-02	-5.46240007260341E-03	1.19244853959249E+02	   U
O_{90}(0.4)	8.39793757145831E-01	1.20048348981225E-02	2.20504005978232E-01	6.86223990310362E-03	1.19774889759807E+02	   U
O_{91}(0.4)	1.73415473184618E-01	2.54509828521192E-01	4.27049691312407E-02	3.32628506993265E-03	1.20122719289350E+02	   S
O_{92}(0.4)	2.97918284595499E-01	2.36244254287270E-01	1.67910887049554E-02	2.35523088127460E-03	1.20131566373327E+02	   U
O_{93}(0.4)	2.22633685034747E-01	2.42688453565375E-01	2.20563675859112E-02	-1.00850096196950E-02	1.21235820605013E+02	   S
O_{94}(0.4)	2.21159979758346E-01	2.52734065923484E-01	3.54732424505509E-02	6.95022525304104E-03	1.21932540034098E+02	   U
O_{95}(0.4)	9.86146698021730E-01	4.39766988853748E-03	2.10567561218645E-01	6.43583337086609E-03	1.21960843219040E+02	   U
O_{96}(0.4)	9.84894801338546E-01	4.94291745610512E-03	2.10826888828568E-01	4.50516557086779E-03	1.22031120241041E+02	   U
O_{97}(0.4)	9.84374763199978E-01	5.70430955586712E-03	2.11031424279326E-01	2.77286731727917E-03	1.22123607491159E+02	   U
O_{98}(0.4)	1.94594073167110E-01	2.47974648365579E-01	3.46232670649343E-02	-3.54878731824233E-03	1.22259409596254E+02	   S
O_{99}(0.4)	2.61794780660211E-01	2.36755615144830E-01	1.60810619547164E-02	-5.81688645105319E-03	1.22919560609049E+02	   S
O_{100}(0.4)	1.74528107550909E-01	2.52814702962450E-01	4.14330277363666E-02	1.54378936558796E-03	1.23185898189502E+02	   S
O_{101}(0.4)	9.07613828953367E-01	1.17167394941749E-02	2.15230400998596E-01	-2.86761713968858E-03	1.24140554480878E+02	   U
O_{102}(0.4)	3.09724839023648E-01	2.31661068648382E-01	2.26396236079989E-02	6.96183269340944E-03	1.24265045551843E+02	   U
O_{103}(0.4)	2.61229268641593E-01	2.45698460101564E-01	2.25902635868326E-02	1.92032732894443E-03	1.24395583694651E+02	   U
O_{104}(0.4)	1.41325960518541E-01	2.51983451861614E-01	4.67141220581691E-02	-4.89246706711530E-04	1.24465496527753E+02	   U
O_{105}(0.4)	2.24096774243019E-01	2.41606606940666E-01	1.87361694449261E-02	-1.18890126073708E-02	1.24485267419072E+02	   S
O_{106}(0.4)	1.96616950577317E-01	2.46588447053568E-01	3.28842351523543E-02	-5.03279175339547E-03	1.25422068856705E+02	   S
O_{107}(0.4)	3.02965363667904E-01	2.38828687825583E-01	1.55273008559278E-02	4.54394912200052E-03	1.25746741176542E+02	   U
O_{108}(0.4)	2.23698525029737E-01	2.40478552416745E-01	3.10895521844439E-02	-2.15968886672384E-03	1.26506042454480E+02	   U
O_{109}(0.4)	1.26741050439227E-01	2.45973035176812E-01	5.08586644204442E-02	-4.65184036419422E-04	1.27056737931176E+02	   U
O_{110}(0.4)	2.25464410120736E-01	2.40605809361174E-01	1.48182188430991E-02	-1.36122805105644E-02	1.27748261748152E+02	   S
O_{111}(0.4)	2.24807547646838E-01	2.49912124621862E-01	3.22577158551239E-02	3.70413356497575E-03	1.28381769508194E+02	   S
O_{112}(0.4)	1.97548844594957E-01	2.45471647350563E-01	3.10506633102009E-02	-6.65451281749500E-03	1.28674760599147E+02	   S
O_{113}(0.4)	1.33760958083230E-01	2.66644310611794E-01	4.08571160431587E-02	-1.50791552737637E-03	1.29187498963902E+02	   U
O_{114}(0.4)	8.37187749283753E-01	2.58131266875147E-02	2.16003273086205E-01	-2.90287112765486E-03	1.29221576769125E+02	   U
O_{115}(0.4)	1.76752994150787E-01	2.49994695973087E-01	3.87546461401896E-02	-1.61963654565321E-03	1.29519073597804E+02	   S
O_{116}(0.4)	1.72185407480201E-01	2.48821532979662E-01	2.93138814387465E-02	-1.37243908102937E-02	1.29922662963173E+02	   S
O_{117}(0.4)	1.60740945533961E-01	2.54526799678737E-01	4.37594554971072E-02	2.59193172269446E-03	1.30468631947794E+02	   S
O_{118}(0.4)	2.60416687665200E-01	2.43629453419006E-01	1.60483404044301E-02	-2.75656685520690E-03	1.30911311981079E+02	   U
O_{119}(0.4)	1.98485810231463E-01	2.44423657264375E-01	2.91650163073009E-02	-8.17303271675864E-03	1.31936981749479E+02	   S
O_{120}(0.4)	1.77427922301168E-01	2.48820046261975E-01	3.73652002264609E-02	-3.13754291995453E-03	1.32759087925152E+02	   S
O_{121}(0.4)	1.61467128774727E-01	2.53011881357402E-01	4.26871628319560E-02	1.08221742106897E-03	1.33557331908584E+02	   U
O_{122}(0.4)	2.57991017006344E-01	2.32102670302311E-01	1.95770615613908E-02	-4.45867413458843E-03	1.33814969662035E+02	   U
O_{123}(0.4)	2.35443453635160E-01	2.45520995462682E-01	2.90715348158407E-02	1.92042847987600E-03	1.33919916557852E+02	   U
O_{124}(0.4)	2.14492193132710E-01	2.55009258500729E-01	3.73017766570444E-02	1.08314473335963E-02	1.33991808460095E+02	   U
O_{125}(0.4)	2.33887361852244E-01	2.35855075537539E-01	3.34598091748687E-02	1.66201743525785E-03	1.34121055900006E+02	   U
O_{126}(0.4)	2.85764710832496E-01	2.41455205801165E-01	1.34514719343222E-02	3.29616276016405E-03	1.34555752995743E+02	   S
O_{127}(0.4)	2.23575026490677E-01	2.47274463697246E-01	2.87779771153670E-02	-6.47050457768229E-04	1.34597219111695E+02	   U
O_{128}(0.4)	1.99344098589407E-01	2.43451135821110E-01	2.72110925154928E-02	-9.61608675691285E-03	1.35213130415392E+02	   S
O_{129}(0.4)	2.13455057259720E-01	2.49060251000063E-01	2.81719938076965E-02	-3.02215543772602E-03	1.35371778976566E+02	   U
O_{130}(0.4)	1.31048528527278E-01	2.46855650444890E-01	4.75428063948126E-02	-2.47766968756342E-03	1.35421904505338E+02	   U
O_{131}(0.4)	2.73260693947059E-01	2.44049701960575E-01	1.37681679891806E-02	1.01007954112596E-03	1.35684986119595E+02	   U
O_{132}(0.4)	1.79444978592513E-01	2.47486234009149E-01	3.60284394823811E-02	-4.24733183834400E-03	1.35902879591640E+02	   S
O_{133}(0.4)	5.85336398201532E-02	1.69740600407609E-01	1.09855596357890E-02	5.17166445353208E-03	1.36493023022284E+02	   U
O_{134}(0.4)	1.62303494235059E-01	2.51679462682482E-01	4.15710691520209E-02	-2.89728296376607E-04	1.36723980424424E+02	   S
O_{135}(0.4)	2.64615004979408E-01	2.46501343023844E-01	1.28529352440519E-02	-8.79580314412786E-04	1.36896184224884E+02	   S
O_{136}(0.4)	2.59804501980692E-01	2.41579071253152E-01	3.87537793340721E-03	-7.13287149940461E-03	1.37309967259204E+02	   S
O_{137}(0.4)	1.13003419086283E-01	2.50594712981315E-01	4.68858506995512E-02	-6.12386444700846E-03	1.37469358875214E+02	   U
O_{138}(0.4)	2.00123927833042E-01	2.42547382807609E-01	2.51717660202394E-02	-1.09913289731991E-02	1.38501940887670E+02	   U
O_{139}(0.4)	2.27116403447689E-01	2.37527715386480E-01	3.24711112983386E-02	3.78273800072925E-04	1.38735005240521E+02	   S
O_{140}(0.4)	2.55114090039011E-01	2.34159166102288E-01	1.89553437281441E-02	-4.55915294089264E-03	1.38763656819580E+02	   S
O_{141}(0.4)	2.78004900216545E-01	2.29190790156314E-01	2.35469706393742E-02	1.90719583108350E-03	1.38864648464961E+02	   U
O_{142}(0.4)	3.37148852554660E-01	2.25669397423616E-01	1.01273942574831E-02	6.23857486209808E-03	1.38961218299736E+02	   U
O_{143}(0.4)	1.79738556795258E-01	2.46524514076490E-01	3.45911161817855E-02	-5.66764221506225E-03	1.39198650008041E+02	   S
O_{144}(0.4)	5.19600779648677E-02	1.73719767788859E-01	1.18136699104099E-02	1.65587387658037E-03	1.39449510090208E+02	   U
O_{145}(0.4)	9.15760848083983E-01	4.04619010529434E-03	2.15594951563907E-01	3.47132822946117E-03	1.39583802574231E+02	   S
O_{146}(0.4)	2.40000919546263E-01	2.48075844431801E-01	2.73456291564526E-02	4.47958706010003E-03	1.39784683388541E+02	   S
O_{147}(0.4)	2.12379345547869E-01	2.51706873017581E-01	3.50146286100941E-02	6.24664327686741E-03	1.39817877138438E+02	   U
O_{148}(0.4)	1.63037783997189E-01	2.50475579503396E-01	4.04321581842209E-02	-1.59213947563351E-03	1.39933686447787E+02	   S
O_{149}(0.4)	2.82822488645946E-01	2.44230491534379E-01	1.16144297964040E-02	4.33210962345868E-03	1.40239462910983E+02	   U
O_{150}(0.4)	2.18894075723315E-01	2.44606343852693E-01	2.49637199015301E-02	-5.65144686581407E-03	1.40500306767557E+02	   U
O_{151}(0.4)	1.49915260350621E-01	2.54483204751817E-01	4.45650815750175E-02	2.00076946363494E-03	1.40783275626533E+02	   S
O_{152}(0.4)	2.00833183878366E-01	2.41705380069529E-01	2.30230559644902E-02	-1.23038243424042E-02	1.41801858916394E+02	   S
O_{153}(0.4)	2.70672783956437E-01	2.47643832884626E-01	9.65916229735129E-03	1.61749741634801E-03	1.41965550711650E+02	   U
O_{154}(0.4)	1.80325315873267E-01	2.45571644842514E-01	3.31507850739672E-02	-6.93917596669476E-03	1.42479858054891E+02	   S
O_{155}(0.4)	1.34195774390392E-01	2.46167407720617E-01	4.47207290676532E-02	-4.43147677990966E-03	1.42791321755535E+02	   U
O_{156}(0.4)	3.61205435965325E-01	2.17571102737847E-01	-2.13422987305745E-03	7.17312022397787E-03	1.42879193764154E+02	   U
O_{157}(0.4)	2.43333405295554E-01	2.35478253126670E-01	1.81296005458602E-02	-6.84522304931033E-03	1.42952872328681E+02	   U
O_{158}(0.4)	2.16444915545034E-01	2.39011200914274E-01	3.14474065094279E-02	-1.94287311654733E-03	1.43139059758050E+02	   S
O_{159}(0.4)	1.63470307335099E-01	2.49404987278896E-01	3.92686442762723E-02	-2.88194212915316E-03	1.43188563064713E+02	   S
O_{160}(0.4)	2.73446058444829E-01	2.30446127272007E-01	2.29724677701285E-02	1.28284636086447E-03	1.43224162207746E+02	   U
O_{161}(0.4)	3.38726859574685E-01	2.26498714461882E-01	8.91888175148385E-03	7.20296842219800E-03	1.43343068054703E+02	   U
O_{162}(0.4)	1.50400573273332E-01	2.53114872127179E-01	4.36336209427442E-02	7.05898181494049E-04	1.43893619972278E+02	   S
O_{163}(0.4)	1.36695044223550E-01	2.56537087058187E-01	4.71032712968239E-02	3.09893363205354E-03	1.44370769298852E+02	   S
O_{164}(0.4)	2.71069904625713E-01	2.36786862709334E-01	1.78007581405969E-02	3.75998332104215E-04	1.44972232571457E+02	   U
O_{165}(0.4)	3.84159559684833E-01	2.18946302843520E-01	3.68785513471785E-03	1.17702504009788E-02	1.44979152265486E+02	   U
O_{166}(0.4)	2.01480325097232E-01	2.40918827679167E-01	2.07292245541628E-02	-1.35577890351031E-02	1.45111485237532E+02	   S
O_{167}(0.4)	3.12649957961180E-01	2.26297717025947E-01	7.51709013357149E-03	1.60308459583309E-03	1.45662849317054E+02	   U
O_{168}(0.4)	1.80881051255272E-01	2.44678193058190E-01	3.16889377733948E-02	-8.14290528423225E-03	1.45771481521152E+02	   S
O_{169}(0.4)	1.90625520195844E-01	2.39137454748918E-01	3.06612542408664E-02	-7.92032538455085E-03	1.46176226188022E+02	   U
O_{170}(0.4)	2.39462760126799E-01	2.45947435852853E-01	2.34447616242666E-02	5.72316780529872E-04	1.46189879943441E+02	   U
O_{171}(0.4)	1.66385604851082E-01	2.47968205810675E-01	3.82224167145635E-02	-3.51558643877249E-03	1.46234366611968E+02	   S
O_{172}(0.4)	1.51706898576794E-01	2.56805012985472E-01	4.20689942861398E-02	1.39243918857586E-03	1.46497344762563E+02	   U
O_{173}(0.4)	2.32838705704010E-01	2.34372822605565E-01	3.41925727707232E-02	3.08971146725267E-03	1.46817269963135E+02	   S
O_{174}(0.4)	1.51010536042035E-01	2.51906764471783E-01	4.26638730121299E-02	-4.69637514713837E-04	1.47079018802995E+02	   S
O_{175}(0.4)	9.98599494692550E-01	3.47628009693340E-03	2.12971148088707E-01	2.59128756976578E-03	1.47140500418086E+02	   U
O_{176}(0.4)	2.67251855184991E-01	2.31341791718882E-01	2.22839623362464E-02	2.41646851934804E-04	1.47310128784644E+02	   S
O_{177}(0.4)	2.02799734619170E-01	2.41245846238005E-01	3.02848953608885E-02	-4.91321122376716E-03	1.47999223969222E+02	   U
O_{178}(0.4)	2.02073076057285E-01	2.40182213885615E-01	1.82332887990701E-02	-1.47569760660553E-02	1.48429620341314E+02	   S
O_{179}(0.4)	1.43149832277539E-01	2.56498289208241E-01	4.56782353777251E-02	3.57955566954158E-03	1.48593330942867E+02	   S
O_{180}(0.4)	1.78002166190069E-01	2.43399313920613E-01	3.03108721324158E-02	-1.01340527845600E-02	1.48663408751345E+02	   U
O_{181}(0.4)	1.33839462915709E-01	2.43510141755828E-01	4.26695605766002E-02	-6.75735185319175E-03	1.48710944687969E+02	   S
O_{182}(0.4)	2.11568172052819E-01	2.42130562079339E-01	3.01258498626414E-02	-2.55312191173898E-03	1.48924957654563E+02	   U
O_{183}(0.4)	1.84738717103069E-01	2.44274520247595E-01	3.01015768308147E-02	-8.41465964984351E-03	1.49481643443722E+02	   U
O_{184}(0.4)	1.65493978871735E-01	2.47260480147981E-01	3.69802691531796E-02	-4.96339327730607E-03	1.49634000835251E+02	   S
O_{185}(0.4)	3.08383253536816E-01	2.26977651211391E-01	6.00683392317585E-03	1.06911668546395E-03	1.49646670047729E+02	   S
O_{186}(0.4)	1.79443378042005E-01	2.54662016082210E-01	4.16390244005199E-02	7.86042302782914E-03	1.49952341733996E+02	   U
O_{187}(0.4)	2.79229493423330E-01	2.38124611440175E-01	1.67822557195798E-02	3.98908871399194E-03	1.50162828905129E+02	   U
O_{188}(0.4)	1.51528573778117E-01	2.50807201819189E-01	4.16765550671823E-02	-1.59258960961709E-03	1.50302765001668E+02	   S
O_{189}(0.4)	2.26165439193494E-01	2.35178874318366E-01	3.33032428491707E-02	1.65601583105921E-03	1.50881310469388E+02	   U
O_{190}(0.4)	1.40532928629421E-01	2.54405368073430E-01	4.51947811649908E-02	1.52069236739949E-03	1.51074810414703E+02	   U
O_{191}(0.4)	2.60008291603797E-01	2.32076595421232E-01	2.15034007318999E-02	-1.09396619908369E-03	1.51258989629373E+02	   U
O_{192}(0.4)	1.28625225620199E-01	2.57684181332209E-01	4.81231729630876E-02	3.60138540465210E-03	1.51586198644545E+02	   S
O_{193}(0.4)	2.02618227737279E-01	2.39490733660267E-01	1.54345430161257E-02	-1.59048053673444E-02	1.51755245595921E+02	   S
O_{194}(0.4)	1.75101843935139E-01	2.48236186055016E-01	2.86764561648594E-02	-1.08226367155243E-02	1.51925946474532E+02	   U
O_{195}(0.4)	2.87439957901365E-01	2.26319105320982E-01	4.00188146669049E-03	-3.08777008995815E-03	1.51941993069000E+02	   U
O_{196}(0.4)	2.36720642896313E-01	2.43847992640840E-01	1.89431458474661E-02	-3.70589153656301E-03	1.52385399247915E+02	   S
O_{197}(0.4)	1.81832764969779E-01	2.43059980340843E-01	2.86813779263897E-02	-1.03844516415436E-02	1.52387035666175E+02	   S
O_{198}(0.4)	1.62283977091516E-01	2.47861314554184E-01	4.11673459276740E-02	-3.80619872197719E-04	1.52470401159440E+02	   U
O_{199}(0.4)	1.47883866486458E-01	2.54361005835714E-01	4.02885316569627E-02	-2.34278481464430E-03	1.52749429147401E+02	   U
O_{200}(0.4)	1.65834649261541E-01	2.46389445166346E-01	3.57919578672181E-02	-6.06100052925877E-03	1.52931705639893E+02	   S
O_{201}(0.4)	1.51801755907320E-01	2.49823890417817E-01	4.06690943937751E-02	-2.70629552117016E-03	1.53570010930002E+02	   S
O_{202}(0.4)	9.73669659763092E-01	1.17416344335049E-02	2.08104044933687E-01	-1.02683750160333E-03	1.53996102907530E+02	   S
O_{203}(0.4)	1.25945233742297E-01	2.55529428102856E-01	4.77258212860300E-02	1.63745904196729E-03	1.54010140563653E+02	   S
O_{204}(0.4)	2.13411143820055E-01	2.35047539466785E-01	3.25611182237900E-02	-1.10440117764431E-03	1.54088522874806E+02	   U
O_{205}(0.4)	1.40885704539128E-01	2.53163562542981E-01	4.43659445865442E-02	4.04590693244926E-04	1.54207928098588E+02	   S
O_{206}(0.4)	1.41931006209180E-01	2.51676162572361E-01	4.00088576114846E-02	-5.23145245005750E-03	1.54630809255198E+02	   U
O_{207}(0.4)	3.15456746470960E-01	2.28398958181428E-01	3.88331895526239E-03	3.57863254171795E-03	1.54734089509181E+02	   U
O_{208}(0.4)	2.82330399813330E-01	2.39185351862922E-01	1.60860017423821E-02	7.01525227775450E-03	1.55017488545827E+02	   U
O_{209}(0.4)	1.30865957099630E-01	2.56733235164614E-01	4.72220569048645E-02	3.01593022171681E-03	1.55033324572685E+02	   S
O_{210}(0.4)	2.51888060543003E-01	2.32793551676540E-01	2.07245762525694E-02	-2.63965838065542E-03	1.55173691677920E+02	   S
O_{211}(0.4)	1.63053445420594E-01	2.46985035548150E-01	4.01382007015733E-02	-1.30868522043042E-03	1.55784232450029E+02	   U
O_{212}(0.4)	1.31321167950017E-01	2.50414174839909E-01	4.41654236741859E-02	-3.14900190003778E-03	1.55933917523263E+02	   S
O_{213}(0.4)	1.53347275844325E-01	2.39594931191435E-01	4.41978486340224E-02	2.54290237281051E-04	1.56505554193001E+02	   U
O_{214}(0.4)	1.85187571876793E-01	2.52661125935044E-01	3.97071140078728E-02	6.99532288864576E-03	1.56787510209387E+02	   U
O_{215}(0.4)	2.00424852326290E-01	2.50292573976244E-01	3.48444140517937E-02	4.48592622408621E-03	1.57031305520629E+02	   U
O_{216}(0.4)	1.41311758293153E-01	2.52052770694577E-01	4.35074846992614E-02	-6.22829536460959E-04	1.57403755658600E+02	   S
O_{217}(0.4)	2.27993589023439E-01	2.47668566383478E-01	2.82972476984666E-02	4.30503411308506E-03	1.57571370008819E+02	   U
O_{218}(0.4)	8.83866960727652E-01	5.82493529106516E-03	2.17718765092461E-01	4.47467467913323E-03	1.57785493734580E+02	   U
O_{219}(0.4)	2.54808163968798E-01	2.44680262102452E-01	1.76350986351269E-02	2.51607197551463E-03	1.57797688736382E+02	   U
O_{220}(0.4)	1.19851882496658E-01	2.49053044148073E-01	-5.19941144948314E-03	-4.03906311922294E-02	1.58210590335204E+02	   S
O_{221}(0.4)	1.30546983927690E-01	2.48265911064984E-01	-1.93373125557619E-02	-3.01606248411484E-02	1.58220217983015E+02	   S
O_{222}(0.4)	2.32185546573577E-01	2.41817891601300E-01	1.31556167594786E-02	-8.18697718010354E-03	1.58421454254218E+02	   S
O_{223}(0.4)	1.15621166714142E-01	2.51135472523686E-01	4.71470936289863E-02	-2.88607295437708E-03	1.58562678236119E+02	   S
O_{224}(0.4)	1.33583437879928E-01	2.55934080110837E-01	4.62560551529641E-02	2.60347594319522E-03	1.58575845014085E+02	   S
O_{225}(0.4)	2.43029794800052E-01	2.33524604723830E-01	1.99448185905708E-02	-4.35890182529632E-03	1.59083470494154E+02	   S
O_{226}(0.4)	1.49395426749662E-01	2.54080157862796E-01	4.27248092056866E-02	1.76881519547836E-03	1.59169527921966E+02	   S
O_{227}(0.4)	1.65750208054983E-01	2.44663479697591E-01	3.34251372956680E-02	-8.27566663924650E-03	1.59434646050502E+02	   U
O_{228}(0.4)	1.67344411720447E-01	2.44897679489381E-01	3.33642604612587E-02	-7.86459405935220E-03	1.59657861322354E+02	   U
O_{229}(0.4)	2.15195249028094E-01	2.37588933335071E-01	3.14774722191292E-02	-5.80612912470420E-04	1.59746629857252E+02	   S
O_{230}(0.4)	2.66759932168119E-01	2.30104073485687E-01	2.40462869432167E-02	2.31831971851386E-03	1.59973204022147E+02	   U
O_{231}(0.4)	1.53741886305512E-01	2.47792695108332E-01	3.87146888481360E-02	-4.42005913234502E-03	1.60008040563659E+02	   S
O_{232}(0.4)	1.02157245357809E-01	2.48227231657625E-01	4.73956516584289E-02	-6.11602908908485E-03	1.60119608306769E+02	   U
O_{233}(0.4)	1.69656949981699E-01	2.58353600610153E-01	3.75353405775918E-02	4.61971451648084E-03	1.60630404862525E+02	   U
O_{234}(0.4)	1.41684898035241E-01	2.51041428119015E-01	4.26321962607751E-02	-1.60169893933034E-03	1.60639792201062E+02	   S
O_{235}(0.4)	2.43437876714816E-01	2.49490626193740E-01	1.46195889771714E-02	-5.97374594735535E-04	1.60850469271909E+02	   U
O_{236}(0.4)	1.32277796164800E-01	2.54301449614306E-01	4.56986844962499E-02	1.11952864044487E-03	1.61342457915269E+02	   S
